Tanggal,Media,Topik
14-Aug-24,Lapor Sleman,Angkringan Di Trotoar Dan Pengunjung Parkir Di Jalan
14-Aug-24,Lapor.go.id,Web CCTV Sleman
15-Aug-24,Twitter,Taman bermain denggung
15-Aug-24,Lapor.go.id,Pelanggaran di Taman dengung
15-Aug-24,Twitter,SOP permohonan KKPR
15-Aug-24,Lapor.go.id,REVIKTIMISASI PADA PROSES MEDIASI KS
15-Aug-24,Instagram,Upacara HUT RI ke 79
15-Aug-24,Lapor Sleman,Bau Kotoran Ternak Sapi
16-Aug-24,Lapor Sleman,Limbah Air Dr Rumah Makan Padang
16-Aug-24,Lapor Sleman,Pelayanan Dinas Disperindag
16-Aug-24,Lapor Sleman,Toko Minuman Alkohol Di Gemawang
17-Aug-24,Instagram,Asap dari warung ga bajog
18-Aug-24,Instagram,Pembuangan sampah sembarangan
19-Aug-24,Instagram,Informasi desa binaan keluarga sakinah
19-Aug-24,Instagram,Informasi PBG
19-Aug-24,Instagram,CPNS
19-Aug-24,Instagram,CPNS
19-Aug-24,Website,Pendidikan sekolah Al-Azhar
20-Aug-24,Lapor Sleman,Gangguan suara dari oddish
20-Aug-24,Lapor Sleman,Pembuangan Limbah Sembarangan
20-Aug-24,Lapor Sleman,Penerangan Jalan Umum Mati Sepanjang Jalan Depan RS PURI HUSADA Dan Sekitar
20-Aug-24,Instagram,CPNS
20-Aug-24,Instagram,CPNS
20-Aug-24,Instagram,CPNS
20-Aug-24,Instagram,CPNS
20-Aug-24,Instagram,CPNS
20-Aug-24,Instagram,CPNS
20-Aug-24,Instagram,CPNS
20-Aug-24,Instagram,CPNS
21-Aug-24,Instagram,CPNS
21-Aug-24,Instagram,CPNS
21-Aug-24,Instagram,CPNS
21-Aug-24,Instagram,CPNS
21-Aug-24,Instagram,CPNS
21-Aug-24,Instagram,CPNS
21-Aug-24,Lapor Sleman,Membakar Sampah Dalam Waktu Lama
22-Aug-24,Lapor Sleman,KEBIJAKAN KEPERLUAN SISWA KELAS 7 SMP N 1 TEMPEL
22-Aug-24,Instagram,CPNS
22-Aug-24,Instagram,CPNS
22-Aug-24,Instagram,CPNS
22-Aug-24,Instagram,CPNS
22-Aug-24,Instagram,CPNS
23-Aug-24,Lapor.go.id,KTP Rusak
23-Aug-24,Lapor.go.id,Acara Pembinaan Karakter Pemuda
23-Aug-24,Lapor Sleman,Lampu Penerangan Jalan Mati
23-Aug-24,Lapor Sleman,CPNS
23-Aug-24,Lapor Sleman,Tiang Listrik Dan Bangunan Bermasalah
23-Aug-24,Instagram,CPNS
23-Aug-24,Instagram,CPNS
24-Aug-24,Lapor Sleman,Permohonan Pemasangan Cermin Tikungan
24-Aug-24,Instagram,Informasi pameran potensi sleman
24-Aug-24,Instagram,CPNS
24-Aug-24,Instagram,CPNS
24-Aug-24,Instagram,CPNS
24-Aug-24,Instagram,CPNS
24-Aug-24,Instagram,CPNS
24-Aug-24,Instagram,Informasi magang
25-Aug-24,Instagram,Jembatan
25-Aug-24,Instagram,Permohonan perbaikan jalan
26-Aug-24,Instagram,CPNS
26-Aug-24,Instagram,CPNS
26-Aug-24,Instagram,CPNS
26-Aug-24,Instagram,CPNS
26-Aug-24,Instagram,CPNS
26-Aug-24,Instagram,Fitur pengaduan di website slemankab
27-Aug-24,Instagram,CPNS
27-Aug-24,Lapor Sleman,Lampu PJU Mati
27-Aug-24,Instagram,CPNS
27-Aug-24,Instagram,CPNS
27-Aug-24,Instagram,CPNS
27-Aug-24,Instagram,Lapayan pengaduan PLN
28-Aug-24,Lapor Sleman,Wifi Mati Sudah 2 Minggu Lebih
28-Aug-24,Twitter,Revitalisasi tman jalan affandi
28-Aug-24,Instagram,CPNS
29-Aug-24,Instagram,CPNS
30-Aug-24,Instagram,Permohonan APILL
30-Aug-24,Instagram,CPNS
30-Aug-24,Lapor Sleman,Rusaknya Fasilitas Jalan Kabupaten Kr Oknum Tertentu
31-Aug-24,Lapor Sleman,Tukang Parkir Meresahkan Dan PKL Tidak Ada Izin
31-Aug-24,Lapor Sleman,Air Jaringan PDAM Sering Mati Dan Kurang Tekanan Dorong Shg Air Hanya Netes
31-Aug-24,Twitter,Jalan Tempel Balerante
1-Sep-24,Lapor Sleman,Gangguan Suara Keras LIVE MUSIC Angkringan Mbok Naryo
1-Sep-24,Instagram,CPNS
1-Sep-24,Instagram,CPNS
1-Sep-24,Instagram,CPNS
1-Sep-24,Instagram,Kayu berbahaya di barat perempatan kentungan
1-Sep-24,Instagram,Gorong - gorong berbahaya
1-Sep-24,Instagram,CPNS
2-Sep-24,Lapor Sleman,Nilai Jual Kendaraan Bermotor Di Data Samsat Sleman Sangat Tidak Masuk Akal
2-Sep-24,Lapor Sleman,Pju Mati
2-Sep-24,Instagram,CPNS
2-Sep-24,Instagram,Acara sholawatan di lapangan denggung
2-Sep-24,Lapor Sleman,Lampu Penerangan Jalan Mati
2-Sep-24,Lapor Sleman,Lampu PJU Padam
2-Sep-24,Instagram,Informasi beasiswa
3-Sep-24,Instagram,CPNS
3-Sep-24,Instagram,CPNS
3-Sep-24,Instagram,CPNS
3-Sep-24,Instagram,CPNS
4-Sep-24,Instagram,CPNS
4-Sep-24,Instagram,CPNS
4-Sep-24,Instagram,CPNS
4-Sep-24,Instagram,CPNS
4-Sep-24,Instagram,CPNS
4-Sep-24,Instagram,CPNS
4-Sep-24,Instagram,CPNS
4-Sep-24,Instagram,CPNS
4-Sep-24,Lapor Sleman,Pohon Jalan Sudah Terlalu Besar
4-Sep-24,Lapor Sleman,Lampu Pju P4an Kebarat 5 Titik Mati
4-Sep-24,Instagram,CPNS
4-Sep-24,Instagram,CPNS
4-Sep-24,Lapor Sleman,Pohon Sudah Terlalu Besar
4-Sep-24,Lapor Sleman,PERANGKAT DESA DUKUH RW RT DALAM MEMBANTU WARGA
5-Sep-24,Lapor Sleman,CPNS
5-Sep-24,Lapor Sleman,Bantuan pembayaran UKT
5-Sep-24,Lapor Sleman,Perempatan Rawan Kecelakaan Sudah Banyak Korban
5-Sep-24,Website,Aliran PDAM
6-Sep-24,Lapor Sleman,CPNS
6-Sep-24,Lapor.go.id,Gangguan kebisingan
6-Sep-24,Instagram,Perempatan selokan macet
7-Sep-24,Lapor Sleman,Laporan DBD
7-Sep-24,Lapor Sleman,TPST Ilegal
7-Sep-24,Instagram,CPNS
9-Sep-24,Lapor Sleman,Lampu PJU Mati
9-Sep-24,Lapor Sleman,Iuran warga
9-Sep-24,Website,Pohon perindang
9-Sep-24,Lapor.go.id,Aplikasi Aduan Pelanggaran Perda di Sleman
9-Sep-24,Website,Pelayanan PDAM
9-Sep-24,Instagram,Jasa pengambilan sampah
9-Sep-24,Instagram,Pemadaman aliran listrik
9-Sep-24,Instagram,Aplikasi Lapor Sleman
10-Sep-24,Instagram,Jalan rusak
10-Sep-24,Lapor Sleman,Kebisingan
10-Sep-24,Instagram,Permohonan KK online
10-Sep-24,Instagram,Permohonan magang
11-Sep-24,Lapor.go.id,Layanan lapor sleman
11-Sep-24,Twitter,Permintaan data pribadi oleh kalurahan Pondokrejo
11-Sep-24,Lapor Sleman,Keamanan Lapor Sleman
11-Sep-24,Lapor Sleman,JALAN BERLUBANG MEMBAHAYKAN DI JL. NOLOGATEN DEPAN POPEYE
12-Sep-24,Lapor Sleman,Mohon Pemasangan Lampu Lalulintas
12-Sep-24,Website,Sampah pasar condongcatur
12-Sep-24,Website,Gaji karyawan dibawah UMR
12-Sep-24,Lapor.go.id,Kelanjutan laporan
12-Sep-24,Lapor Sleman,Pohon Depan Neutron Menghalangi Papan Nama Apotek Unisia 24 Murangan
13-Sep-24,Lapor.go.id,Pedagang Liar Yang Berdagang Di Atas Trotoar Depan SD Babarsari
13-Sep-24,Lapor.go.id,Kartu keluarga hilang
13-Sep-24,Lapor Sleman,Penebangan Pohon
13-Sep-24,Lapor Sleman,Parkir Terminal Pakem
13-Sep-24,Lapor Sleman,Traffic Light
13-Sep-24,Lapor Sleman,Toa Masjid Dipakai Bocah Bernyanyi
14-Sep-24,Lapor Sleman,Pemindahan Tiang Telekomunikasi
15-Sep-24,Lapor Sleman,Lampu Jalan Tidak Mau Mati
15-Sep-24,Lapor Sleman,Jembatan Rusak
15-Sep-24,Lapor Sleman,Lanjutan Laporan Kebisingan
15-Sep-24,Twitter,Eksploitasi anak
15-Sep-24,Instagram,Mobil Dinas
15-Sep-24,Instagram,Event donor darah
16-Sep-24,Instagram,CPNS
16-Sep-24,Instagram,Pembakaran sampah
17-Sep-24,Instagram,CPNS
17-Sep-24,Instagram,Papan reklame mengganggu pejalan kaki
17-Sep-24,Instagram,Jalan rusak dan kurang penerangan
17-Sep-24,Lapor.go.id,Peraturan persampahan yang berlaku di Kabupaten Sleman
17-Sep-24,Lapor.go.id,Digitalisasi Kantor Kapanewon
17-Sep-24,Website,Kekerasan ketenagakerjaan
17-Sep-24,Website,Pembakaran sampah
17-Sep-24,Lapor Sleman,Infrastruktur Jaringan
17-Sep-24,Lapor Sleman,Lampu Mati
18-Sep-24,Lapor Sleman,Tungku Pembakaran Sampah Tidak Berijin
18-Sep-24,Instagram,CPNS
18-Sep-24,Lapor Sleman,Aliran Jaringan Air PDAM Sering Mati
18-Sep-24,Lapor Sleman,Perbaikan Jalan
18-Sep-24,Instagram,CPNS
18-Sep-24,Instagram,Permohonan magang
18-Sep-24,Instagram,CPNS
18-Sep-24,Instagram,CPNS
18-Sep-24,Instagram,Pembakaran sampah P3SR SUCEN
18-Sep-24,Facebook Grup ICJ,JALAN BERLUBANG
19-Sep-24,Instagram,Pipa PDAM bocor
19-Sep-24,Lapor.go.id,Tunggakan gaji bersih belum dibayar
19-Sep-24,Lapor Sleman,Tungku Pembakaran Sampah
19-Sep-24,Lapor Sleman,Live Music Mengganggu Kenyamanan
20-Sep-24,Lapor Sleman,Penertipan PARKIR
20-Sep-24,Lapor.go.id,Web CCTV
20-Sep-24,Instagram,Gorong-gorong di jalan berlubang
20-Sep-24,Instagram,Pembakaran sampah
20-Sep-24,Instagram,CPNS
21-Sep-24,Twitter,Jalan berlubang
21-Sep-24,Instagram,Informasi lowongan kerja TPST
22-Sep-24,Lapor Sleman,Sumur Bor Di Tengah Pemukiman
22-Sep-24,Lapor Sleman,Jalan Berlubang Karena Grill Drainase
23-Sep-24,Lapor.go.id,pembuatan ktp karena hilang
23-Sep-24,Instagram,Gangguan kenyamanan suara
23-Sep-24,Instagram,Gangguan kenyamanan suara
23-Sep-24,Instagram,Gangguan kenyamanan suara
23-Sep-24,Lapor.go.id,Bauk sampah sampai Kerumah warga
23-Sep-24,Lapor Sleman,TINJAU ULANG
23-Sep-24,Lapor Sleman,Lampu PJU Mati
24-Sep-24,Lapor.go.id,Transportasi umum
24-Sep-24,Lapor.go.id,Permintaan Informasi BLK Sleman
24-Sep-24,Lapor Sleman,Ada Nya Truksampah Di Tengah Lingkungan
24-Sep-24,Lapor Sleman,Aplikasi Sleman.Digital Service
24-Sep-24,Lapor Sleman,Tungku Pembakaran Sampah Besar Di Pemukiman
25-Sep-24,Lapor Sleman,Uang Parkir Di Tempat Fasilitas Umum
25-Sep-24,Lapor Sleman,Lampu Penerangan Jalan Mati Sudah Lama
25-Sep-24,Lapor Sleman,Pengaduan pengolahan sampah
25-Sep-24,Instagram,Pengaduan pengolahan sampah
25-Sep-24,Instagram,Sewa stand Event PPD
25-Sep-24,Instagram,event olah raga SMA MA
25-Sep-24,Instagram,CPNS
25-Sep-24,Lapor.go.id,Keberatan Tagihan PDAM Sleman Agustus 2024
25-Sep-24,Lapor.go.id,Bpnt Tidak Cair Dari Bulan Mei Hingga September
26-Sep-24,Lapor Sleman,Limbau Bau Kadang Bebek
26-Sep-24,Lapor.go.id,Permintaan informasi soal pemberitaan
26-Sep-24,Lapor Sleman,Pembangunan Pabrik Di Tengah2 Pemukiman Padat Penduduk
27-Sep-24,Lapor Sleman,Mabuk Dan Membunyikan Musik Kencang Sampai Dini Hari
27-Sep-24,Lapor Sleman,PDAM Mati
27-Sep-24,Instagram,CPNS
27-Sep-24,Instagram,Gangguan kenyamanan suara
28-Sep-24,Lapor Sleman,Pembakaran Sampah
28-Sep-24,Lapor Sleman,Masukan Untuk Aplikasi Sleman Digital Service
28-Sep-24,Lapor Sleman,Transportasi Umum
28-Sep-24,Instagram,Lapangan ramah pejalan
28-Sep-24,Instagram,CPNS
29-Sep-24,Lapor Sleman,Pembakaran Sampah Nonstop Dan Ilegal
29-Sep-24,Lapor Sleman,WiFi Publik Mati
30-Sep-24,Lapor Sleman,Pembakaran Sampah Ilegal
30-Sep-24,Lapor Sleman,Kriteria Sampah Yg Di Angkut DLH
30-Sep-24,Lapor Sleman,Lampu PJU Jalan Kaliurang Km 17 Semua Mati
30-Sep-24,Lapor.go.id,Permintaan informasi seragam sekolah
30-Sep-24,Lapor.go.id,Jukir
30-Sep-24,Instagram,Jalan rusak
30-Sep-24,Instagram,Pembangunan liquid bar
1-Oct-24,Lapor Sleman,Pembakaran Liar Semakin Parah
1-Oct-24,Lapor Sleman,Kafe Jinemmo Menganggu Kenyamanan Warga Dan Tidak Berijin
2-Oct-24,Lapor.go.id,Air PDAM Hanya Mengalir Waktu Tengah Malam Kalau Beruntung
2-Oct-24,Twitter,Jalan kurang penerangan
2-Oct-24,Twitter,APILL eror
2-Oct-24,Instagram,PPPK
2-Oct-24,Instagram,Tiang FO
2-Oct-24,Instagram,Permohonan pidah penduduk
3-Oct-24,Twitter,Tempat Pembuangan Sampah Ilegal
3-Oct-24,Lapor Sleman,Rusunawa Gedung Hijau Butuh Jaringan Wifi Buat Anak Anak Belajar
3-Oct-24,Twitter,TPST Minggir
3-Oct-24,Twitter,Jalan berlubang
4-Oct-24,Instagram,Jalan berlubang
4-Oct-24,Lapor Sleman,Menarikan Ung 1.500.000 Untuk Gabung Menjadi Warga
4-Oct-24,Instagram,Jalan rusak
5-Oct-24,Lapor Sleman,Pembangunan Pabrik Di Tengah-tengah Kampung
5-Oct-24,Lapor Sleman,Bahaya Ular
5-Oct-24,Twitter,layanan online dukcapil
5-Oct-24,Instagram,PPPK
5-Oct-24,Twitter,PPPK
6-Oct-24,Lapor Sleman,Pembuangan Limbah
6-Oct-24,Lapor Sleman,Lampu PJU Mati
6-Oct-24,Twitter,Aliran selokan Van Der Wijck
7-Oct-24,Lapor Sleman,Papan Informasi Pembangunan Jalan
7-Oct-24,Lapor.go.id,Lampu jalan raya tidak menyala dengan terang
7-Oct-24,Lapor.go.id,Tanya jumlah KK (Kepala keluarga) di RT 5 Ngaglik
7-Oct-24,Lapor.go.id,Permintaan permohonan cek PKH via pos apa kartu kks
7-Oct-24,Instagram,Kanal laporan pengaduan
7-Oct-24,Instagram,Bakti sosial operasi gratis bibir sumbing
7-Oct-24,Lapor Sleman,Pak Ogah Yang Meresahkan
7-Oct-24,Lapor Sleman,Embung Sendang Tirto
8-Oct-24,Lapor Sleman,Sampah Liar
8-Oct-24,Lapor Sleman,Lampu Penerangan Jalan
8-Oct-24,Instagram,Proses pindah penduduk masuk
8-Oct-24,Instagram,Jalan berlubang
9-Oct-24,Lapor.go.id,"Ketidaksinkronan Informasi Oleh Pegawai Puskesmas 
"
9-Oct-24,Website,Fitur anonim lapor di website
9-Oct-24,Website,Aduan kurang jelas
9-Oct-24,Website,Trans jogja
10-Oct-24,Website,Lampu Penerangan Jalan Mati
10-Oct-24,Website,LPJU
10-Oct-24,Website,Klausul perjanjian kerja
10-Oct-24,Website,Limbah rumah makan
10-Oct-24,Website,Hak pekerja
10-Oct-24,Lapor Sleman,Lampu Pju Mati
10-Oct-24,Lapor Sleman,Penutupan Akses Jalan Dengan Portal
10-Oct-24,Lapor.go.id,Parkir Mobil Ilegal Dan Dipalak
10-Oct-24,Instagram,LPJU mati
10-Oct-24,Twitter,LPJU mati
11-Oct-24,Website,Penjual di joging track lapangan pemda
11-Oct-24,Instagram,Tumpukan pohon ditebang
11-Oct-24,Instagram,Informasi sewa stand PPD
12-Oct-24,Website,Permohonan JPS
12-Oct-24,Lapor Sleman,Gangguan Berisik Pada Malam Hari Sampai Subuh.
12-Oct-24,Lapor Sleman,Muatan Truk Berlebih
12-Oct-24,Lapor Sleman,Tungku Pembakaran Sampah Di Pemukiman
12-Oct-24,Twitter,Baliho roboh
13-Oct-24,Lapor.go.id,Pengaduan Bansos
13-Oct-24,Lapor.go.id,"Antrian online Puskesmas Turi 
"
13-Oct-24,Instagram,Informasi beasiswa S1
14-Oct-24,Lapor Sleman,Jalan Sidodadi Gemawang
14-Oct-24,Lapor Sleman,MOTOR DINAS
14-Oct-24,Lapor Sleman,Perijinan Survey Menjelang Pilkada
14-Oct-24,Twitter,Spanduk menyangkut kabel PLN
14-Oct-24,Instagram,Dinsos pedas
14-Oct-24,Instagram,Penutupan aliran selokan mataram
14-Oct-24,Instagram,Pelayanan PLN
14-Oct-24,Instagram,Pungli oleh RT kepada warga yang bangun rumah
14-Oct-24,Website,Permohonan LPJU
14-Oct-24,Lapor Sleman,Pengaduan PLN Sleman
14-Oct-24,Lapor Sleman,Lampu PJU Mati
14-Oct-24,Lapor.go.id,Pencemaran Air Dan Udara
15-Oct-24,Website,Pengaduan PLN Sleman
15-Oct-24,Website,Pohon miring
15-Oct-24,Instagram,Permohonan pemindahan PJU
15-Oct-24,Website,Gangguan kenyamanan
15-Oct-24,Lapor Sleman,IRIGASI PERTANIAN
15-Oct-24,Lapor Sleman,PDAM Bangunrejo
15-Oct-24,Lapor Sleman,Perbaikan Saluran Drainase Jln Tegalsari Raya Belakang Hyatt
15-Oct-24,Lapor Sleman,PPID Belum Dibalas Dan Diproses
15-Oct-24,Twitter,Perempatan kentungan arah keutara selalu macet
15-Oct-24,Instagram,PPPK
15-Oct-24,Instagram,Informasi pembangunan Kabupaten Sleman
16-Oct-24,Lapor Sleman,Pemotongan Hewan Babi Liar
16-Oct-24,Lapor Sleman,Pengaduan Bau Sampah
16-Oct-24,Lapor Sleman,Semakin Parah Baunya Kotoran Sapi
16-Oct-24,Website,Pohon besar berbahaya
16-Oct-24,Instagram,jam kerja tidak normal
17-Oct-24,Website,Pohon besar berbahaya
17-Oct-24,Instagram,Jalan rusak
17-Oct-24,Instagram,Kurang LPJU
17-Oct-24,Lapor.go.id,Parkir Liar
17-Oct-24,Lapor.go.id,Kantor MLM
17-Oct-24,Lapor Sleman,Perapihan/Penebangan Pohon Pinggi Jalan
17-Oct-24,Lapor Sleman,Pju Mati
17-Oct-24,Lapor Sleman,Jembatan Penyebrangan
18-Oct-24,Instagram,Usaha pengolahan sampah di tengah pemukiman
20-Oct-24,Instagram,jembatan rusak
21-Oct-24,Instagram,Pemindahan tiang
21-Oct-24,Instagram,Sewa tenis indoor Pemkab Sleman
21-Oct-24,Instagram,Informasi pemutihan tanah
22-Oct-24,Twitter,Cetak KIA
22-Oct-24,Instagram,pintu air rusak
22-Oct-24,Instagram,Tiang FO
23-Oct-24,Lapor Sleman,Permintaan Data Kepada DPUPKP Sleman
23-Oct-24,Website,Pemindahan tiang
23-Oct-24,Instagram,Prosedur pelaporan pengaduan
23-Oct-24,Lapor Sleman,Permintaan Data Kepada Dinas Pertanahan Dan Tata Ruang Kabupaten Sleman
23-Oct-24,Lapor Sleman,"Permintaan Data Ke Dinas Pertanian, Pangan, Dan Perikanan Kabupaten Sleman"
24-Oct-24,Instagram,Sertifikasi halal
24-Oct-24,Instagram,LPJU mati
25-Oct-24,Instagram,Sampah di selokan mataram
25-Oct-24,Lapor Sleman,Jalan Berlubang Membahayakan
25-Oct-24,Lapor Sleman,"Sampah Di Jembatan Beteng, Seyegan, Sleman"
25-Oct-24,Twitter,Jalan di taruh corn
25-Oct-24,Lapor.go.id,Kebisingan yang mengganggu warga setempat
26-Oct-24,Instagram,CPNS
27-Oct-24,Instagram,CPNS
27-Oct-24,Website,Gangguan kenyamanan
28-Oct-24,Lapor Sleman,Jaringan Freewifi Sleman Tidak Aktif
29-Oct-24,Lapor Sleman,Pemindahan Tiang Lampu PJU
29-Oct-24,Website,Pohon tumbang
29-Oct-24,Lapor Sleman,Pembakaran Sampah
29-Oct-24,Lapor Sleman,Lampu Penerangan Jalan Sepanjang Jalan Tlogo Putri Mati Sudah 3 Hari
29-Oct-24,Website,CCTV Sleman
29-Oct-24,Lapor Sleman,Tikungan Tajam Butuh Kaca Cembung
29-Oct-24,Lapor Sleman,Lampu Penerangan Dan Kaca Cembung
29-Oct-24,Instagram,Pendaftaran UMKM PPD
29-Oct-24,Instagram,PPPK
30-Oct-24,Instagram,PJU mati
30-Oct-24,Website,Ketenagakerjaan
30-Oct-24,Website,Website PT penipuan
30-Oct-24,Instagram,Jaringan listrik padam
31-Oct-24,Instagram,Pendaftaran UMKM PPD
31-Oct-24,Lapor Sleman,Kabel Kendor
31-Oct-24,Lapor Sleman,Pembakaran Sampah Plastik Di Makam Drono
31-Oct-24,Instagram,Polusi Udara Kandang Sapi
1-Nov-24,Lapor Sleman,Patroli Jam 20.30 Sd 23.00
1-Nov-24,Instagram,Food Court (FC) Lap. Denggung Dekat dengan Pembuangan Sampah
1-Nov-24,Website,Gangguan kenyamanan dari Cafe Tip Tap Toe
1-Nov-24,Instagram,Perpus Kab Sleman
1-Nov-24,Instagram,Jogging track
1-Nov-24,Instagram,BPJS Tenagakerja
1-Nov-24,Instagram,Lomba fashion show
2-Nov-24,Website,Gangguan kenyamanan dari pembakaran sampah
2-Nov-24,Website,Gangguan kenyamanan dari pembakaran sampah
2-Nov-24,Lapor Sleman,Patroli Wilayah 09.00-12.30
2-Nov-24,Lapor Sleman,Pengamanan Pameran Potensi Daerah 2024 08.00 - 14.00
2-Nov-24,Lapor Sleman,Lampu PJU Mati
3-Nov-24,Lapor Sleman,"Sudah Bayar Cicilan, Rumah Belum Diserahterimakan"
3-Nov-24,Lapor Sleman,Patroli Wilayah 4 November 2024 Jam 14.30-18.30
3-Nov-24,Lapor Sleman,"PAM PPD Denggung Minggu, 3 November 2024 Jam 14.00-20.00"
3-Nov-24,Lapor Sleman,Lampu Pju Mati Padahal Baru
3-Nov-24,Instagram,PPD 2024
4-Nov-24,Lapor Sleman,Jual MiRAS
4-Nov-24,Instagram,Lowongan Tenaga ASN
4-Nov-24,Instagram,Keamanan Jalan Selokan Mataram Selatan JCM
4-Nov-24,Instagram,Kabel menjuntai kebawah
4-Nov-24,Instagram,Jalan amblas
4-Nov-24,Instagram,Warnet tidak blokir situs judi online dan porno
4-Nov-24,Instagram,Lowongan kerja
4-Nov-24,Instagram,Surat Domisili
4-Nov-24,Twitter,Jalan berlubang
4-Nov-24,Website,Pohon tetangga tinggi berbahaya
5-Nov-24,Website,Talud ambrol
5-Nov-24,Instagram,Permohonan magang
5-Nov-24,Instagram,Tarif parkir PPD 2024
5-Nov-24,Lapor Sleman,Jalan Antara Sorogedug Menuju Karanggede Rusak Parah
5-Nov-24,Lapor Sleman,Lampu Pju
5-Nov-24,Lapor Sleman,URUS IZIN PBG LAMA BANGET 1 TAHUN BELUM SELESAI !!
6-Nov-24,Instagram,Lowongan kerja non PNS
6-Nov-24,Twitter,Pengelolaan sampah di dekat pemukiman warga
6-Nov-24,Lapor Sleman,Pembuatan Jalan Di Perumahan Blok Belakang
6-Nov-24,SMS Hotline,Sampah di selokan amtaram
6-Nov-24,SMS Hotline,Sampah di timur SPBU Sagan
6-Nov-24,Website,Pengolahan sampah di tengah pemukiman warga
7-Nov-24,Lapor Sleman,Penggantian Lampu Pju
7-Nov-24,Lapor.go.id,Diskriminasi Layanan Dukcapil
7-Nov-24,Lapor Sleman,Lampu Jalan Mati
8-Nov-24,Lapor Sleman,Lampu Jslan
8-Nov-24,Lapor Sleman,Remaja Nongkrong Chat Calling (Pelecehan Seksual Secara Verbal) dan Remaja dengan Knalpot Blombongan
8-Nov-24,Instagram,Remaja Nongkrong Chat Calling (Pelecehan Seksual Secara Verbal) dan Remaja dengan Knalpot Blombongan
8-Nov-24,SMS Hotline,Pohon perindang
8-Nov-24,Lapor Sleman,Pohon Perindang
8-Nov-24,Lapor Sleman,Kurang Lampu
8-Nov-24,Lapor Sleman,JALUR AIR MAMPET
8-Nov-24,Lapor Sleman,Lampu Jalan Mati
9-Nov-24,Lapor Sleman,Jalan
9-Nov-24,Twitter,air meluap di jalan magelang
10-Nov-24,Website,Pohon perindang
10-Nov-24,Lapor Sleman,Parkir Kendaraan Dan Bus Toko Bakpia Membuat Kemacetan Parah Jl. Solo
10-Nov-24,Lapor Sleman,Aduan Masalah Lampu Penerangan Jalan Umum
11-Nov-24,SMS Hotline,Jalan berlubang
11-Nov-24,Lapor Sleman,Jalan Berlubang
11-Nov-24,Lapor.go.id,Jalan rusak
11-Nov-24,Instagram,LPJU mati
11-Nov-24,Lapor Sleman,Lampu PJU Mati
11-Nov-24,Lapor Sleman,PJU Mati Total
11-Nov-24,Twitter,Parkir indomaret dengan rompi Dinas Perhubungan
12-Nov-24,Lapor Sleman,Pohon perindang
12-Nov-24,Lapor.go.id,PKL berjualan di Trotoar
12-Nov-24,Instagram,Jalan berlubang
13-Nov-24,Instagram,Spanduk ilegal
13-Nov-24,Instagram,Sampah
14-Nov-24,Instagram,Wisata ledok sambi
14-Nov-24,Twitter,Jalan berlubang
15-Nov-24,Lapor Sleman,Drainase
15-Nov-24,Lapor Sleman,Penimbunan Sampah Basah Di Pemukiman
15-Nov-24,Lapor Sleman,Tempat Pembuangan Sampah Sembarangan
15-Nov-24,Lapor Sleman,Tempat Sampah
15-Nov-24,Lapor Sleman,Sampah Di Pemukiman
15-Nov-24,Lapor Sleman,Sampah Di Tengah Permukiman
16-Nov-24,Lapor Sleman,Jalan Berlubang
16-Nov-24,Lapor Sleman,Angin Kencang Membuat Lampu Merah Tertimpa
16-Nov-24,Lapor Sleman,Drainase
16-Nov-24,Lapor Sleman,Lampu PJU Mati
16-Nov-24,Twitter,Parkir restoran Gyu Rih
16-Nov-24,Twitter,Pedagang kaki lima lapangan Pemda
16-Nov-24,Twitter,Baliho roboh terkena angin
16-Nov-24,Instagram,PLN
16-Nov-24,Website,Permohonan penebangan pohon
17-Nov-24,Website,drainase tersumbat
17-Nov-24,Instagram,Parkir carfreeday di BAPPEDA
17-Nov-24,Lapor Sleman,Tanggul PSU Roboh
17-Nov-24,Instagram,Kabel fo kendor dan berbahaya
17-Nov-24,Instagram,Pengumuman Hasil SKD
18-Nov-24,Lapor Sleman,Bengkel Ban Memakan Jalan
18-Nov-24,Lapor Sleman,Jalan Rusak
18-Nov-24,Website,Permohonan penebangan pohon
18-Nov-24,Website,Proses seertifikat tanah
18-Nov-24,Website,LPJU mati
18-Nov-24,Instagram,LPJU mati
18-Nov-24,Instagram,LPJU mati
19-Nov-24,Instagram,Drainase tersumbat
19-Nov-24,Twitter,Tiang PJU mau roboh
19-Nov-24,Facebook Grup ICJ,Tiang PJU mau roboh
19-Nov-24,Lapor Sleman,Drainase
19-Nov-24,Lapor Sleman,Tutup Drainase Jebol
19-Nov-24,Lapor Sleman,Aduan Lapor Sleman Malah Ditambah Double Portal ( Luar Biasa )
19-Nov-24,SMS Hotline,Penutupan jalan dengan portal
19-Nov-24,Website,menghubungkan wifi padukuhan denga wifi repeater
19-Nov-24,Instagram,Permohonan pemangkasan pohon perindang
20-Nov-24,Website,Pembayaran gaji terlambat
20-Nov-24,Lapor Sleman,Gorong-gorong Tersumbat
21-Nov-24,Lapor Sleman,Patok Tanah Dan Jalan Setapak Yang Telah Dibeli Menjadi Perdebatan Oleh Tetangga
21-Nov-24,Lapor Sleman,Pembangunan Perbaikan Jalan Tidak Merata
21-Nov-24,Lapor Sleman,Lpju mati
21-Nov-24,Lapor Sleman,Penutupan Akses Jalan Dengan Portal
21-Nov-24,Website,Penutupan Akses Jalan Dengan Portal
